species	MGI	UniProtKB	gene	ID
MOUSE	1920736	Q9D9F1	Uncharacterized protein	1700084J12Rik
MOUSE	1298387	P97447	Four and a half LIM domains protein 1	Fhl1
MOUSE	1922312	Q9D554	Splicing factor 3A subunit 3	Sf3a3
MOUSE	1913884	Q9CWV1	DNA helicase MCM8	Mcm8
MOUSE	1923598	Q6PHZ5	Putative RNA-binding protein 15B	Rbm15b
MOUSE	1855692	Q99K48	Non-POU domain-containing octamer-binding protein	Nono
MOUSE	99894	P61979	Heterogeneous nuclear ribonucleoprotein K	Hnrnpk
MOUSE	1329038	O54826	Protein AF-10	Mllt10
MOUSE	1340806	P11103	Poly [ADP-ribose] polymerase 1	Parp1
MOUSE	1913430	Q8K2B0	Synaptonemal complex protein SC65	Leprel4
MOUSE	3645954	A7KBS4	Zinc finger and SCAN domain containing protein 4D	Zscan4d
MOUSE	1197514	O54956	DNA polymerase epsilon subunit 2	Pole2
MOUSE	98347	P63163	Small nuclear ribonucleoprotein-associated protein N	Snrpn
MOUSE	109519	P13705	DNA mismatch repair protein Msh3	Msh3
MOUSE	2684934	B2RWC4	Gm88 protein	Lrrc73
MOUSE	108015	P97503	Homeobox protein Nkx-3.2	Nkx3-2
MOUSE	1891713	Q9JKS5	Intracellular hyaluronan-binding protein 4	Habp4
MOUSE	1276545	O88491	"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific"	Nsd1
MOUSE	2442593	Q8BND4	Protein DDX26B	Ddx26b
MOUSE	2146851	Q8JZM0	"Dimethyladenosine transferase 1, mitochondrial"	Tfb1m
MOUSE	1931751	Q80U58	Pumilio homolog 2	Pum2
MOUSE	95843	P31316	GS homeobox 2	Gsx2
MOUSE	1859183	Q8BJL0	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	Smarcal1
MOUSE	2684861	Q67EY4	NALP1	Nlrp1a
MOUSE	1918252	Q69Z36	RNA-binding protein MEX3B	Mex3b
MOUSE	108057	P47911	60S ribosomal protein L6	Rpl6
MOUSE	1915955	Q8R0A0	General transcription factor IIF subunit 2	Gtf2f2
MOUSE	1347470	Q61080	Forkhead box protein F1	Foxf1
MOUSE	3037676	E9Q4A5	Protein Gm1818	Gm1818
MOUSE	1915299	Q8C0Y1	Homeobox protein TGIF2	Tgif2
MOUSE	108011	Q8VIH1	Homeobox protein NOBOX	Nobox
MOUSE	109384	Q60765	Cyclic AMP-dependent transcription factor ATF-3	Atf3
MOUSE	1916704	Q9D7P7	Chloride intracellular channel protein 3	Clic3
MOUSE	104806	P42580	NK1 transcription factor-related protein 2	Nkx1-2
MOUSE	894835	P97868	E3 ubiquitin-protein ligase RBBP6	Rbbp6
MOUSE	1933388	Q99MQ1	Protein bicaudal C homolog 1	Bicc1
MOUSE	1926162	Q9D2H6	Transcription factor Sp2	Sp2
MOUSE	3644404	E9PZB3	Protein Gm5093	Gm5093
MOUSE	1914931	Q9CQL5	"39S ribosomal protein L18, mitochondrial"	Mrpl18
MOUSE	1913500	P61216	Transcription initiation factor TFIID subunit 13	Taf13
MOUSE	2178798	Q5SPW0	Vacuolar protein sorting-associated protein 54	Vps54
MOUSE	98889	P0CG50	Polyubiquitin-C	Ubc
MOUSE	3648347	D3Z2E6	Uncharacterized protein	Rps4l-ps
MOUSE	3782114	D3YU45	Uncharacterized protein	Gm3940
MOUSE	1316727	Q149F3	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	Gspt2
MOUSE	1339708	Q60867	Neurogenic differentiation factor 1	Neurod1
MOUSE	1922329	Q8BXX2	Zinc finger and BTB domain-containing protein 49	Zbtb49
MOUSE	2178217	Q70FJ1	A-kinase anchor protein 9	Akap9
MOUSE	107252	Q1HFZ0	tRNA (cytosine(34)-C(5))-methyltransferase	Nsun2
MOUSE	2448490	Q7TNB8	Protein strawberry notch homolog 2	Sbno2
MOUSE	107187	P41183	B-cell lymphoma 6 protein homolog	Bcl6
MOUSE	1913921	Q61458	Cyclin-H	Ccnh
MOUSE	1927140	Q68FF6	ARF GTPase-activating protein GIT1	Git1
MOUSE	1931523	P43275	Histone H1.1	Hist1h1a
MOUSE	1913623	P62322	U6 snRNA-associated Sm-like protein LSm5	Lsm5
MOUSE	3036234	Q6NZM9	Histone deacetylase 4	Hdac4
MOUSE	1928895	Q9JL16	Interferon-stimulated gene 20 kDa protein	Isg20
MOUSE	3708729	J3QK23	Uncharacterized protein	Gm9825
MOUSE	109152	P97386	DNA ligase 3	Lig3
MOUSE	2443480	A2AKX3	Probable helicase senataxin	Setx
MOUSE	3642323	E9PW43	Protein Gm10320	Gm10320
MOUSE	96916	Q8BW75	Amine oxidase [flavin-containing] B	Maob
MOUSE	1345193	Q9R1M5	"NACHT, LRR and PYD domains-containing protein 5"	Nlrp5
MOUSE	105084	Q60611	DNA-binding protein SATB1	Satb1
MOUSE	1099786	O35286	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	Dhx15
MOUSE	96186	P09079	Homeobox protein Hox-B5	Hoxb5
MOUSE	109372	Q61686	Chromobox protein homolog 5	Cbx5
MOUSE	1855695	Q8CFC7	CLK4-associating serine/arginine rich protein	Clasrp
MOUSE	5434057	J3QPL1	Protein Gm21893	Gm21893
MOUSE	2448285	Q8CGP4	Histone H2A	Hist1h2aa
MOUSE	3645322	F7DCP6	Uncharacterized protein	Gm6970
MOUSE	1915208	Q6NV83	U2 snRNP-associated SURP motif-containing protein	U2surp
MOUSE	95663	P23772	Trans-acting T-cell-specific transcription factor GATA-3	Gata3
MOUSE	106652	O08848	60 kDa SS-A/Ro ribonucleoprotein	Trove2
MOUSE	2660674	Q9D1N9	"39S ribosomal protein L21, mitochondrial"	Mrpl21
MOUSE	1913612	Q7TQK4	Exosome complex component RRP40	Exosc3
MOUSE	1915005	Q9CWX9	Probable ATP-dependent RNA helicase DDX47	Ddx47
MOUSE	96194	Q8K5B8	Homeobox protein Hox-C12	Hoxc12
MOUSE	108202	Q61990	Poly(rC)-binding protein 2	Pcbp2
MOUSE	95893	P10922	Histone H1.0	H1f0
MOUSE	1922160	Q0VG34	MCG52719	4930480E11Rik
MOUSE	95413	O08811	TFIIH basal transcription factor complex helicase XPD subunit	Ercc2
MOUSE	1916513	Q8R323	Replication factor C subunit 3	Rfc3
MOUSE	1921850	Q8K2Y7	"39S ribosomal protein L47, mitochondrial"	Mrpl47
MOUSE	1915815	Q99N85	"28S ribosomal protein S18a, mitochondrial"	Mrps18a
MOUSE	1316721	Q9WUH2	LIM/homeobox protein Lhx9	Lhx9
MOUSE	1933204	Q91YE7	RNA-binding protein 5	Rbm5
MOUSE	1353422	Q9WTP3	SAM pointed domain-containing Ets transcription factor	Spdef
MOUSE	106572	Q8VHZ7	U3 small nucleolar ribonucleoprotein protein IMP4	Imp4
MOUSE	2149633	Q924S2	"2',5'-oligoadenylate synthetase-like 5"	Oas1c
MOUSE	1915686	Q9D1R9	60S ribosomal protein L34	Rpl34
MOUSE	3649210	S4R1R7	MCG50795	Rpl9-ps1
MOUSE	1916995	Q9CWP8	DNA polymerase delta subunit 4	Pold4
MOUSE	1914384	Q9D6Z1	Nucleolar protein 56	Nop56
MOUSE	1915528	Q8VDW0	ATP-dependent RNA helicase DDX39A	Ddx39a
MOUSE	1920895	Q569Z5	Probable ATP-dependent RNA helicase DDX46	Ddx46
MOUSE	1933181	O70194	Eukaryotic translation initiation factor 3 subunit D	Eif3d
MOUSE	1891835	Q8C2B3	Histone deacetylase 7	Hdac7
MOUSE	3613386	Q2MDG1	MCG125587	Rhox4c
MOUSE	2384560	Q8BGQ7	"Alanine--tRNA ligase, cytoplasmic"	Aars
MOUSE	2444070	Q5DU56	Protein NLRC3	Nlrc3
MOUSE	104867	P52955	Transcription factor LBX1	Lbx1
MOUSE	1333754	Q8K2K6	Arf-GAP domain and FG repeat-containing protein 1	Agfg1
MOUSE	3035274	D3Z4Z0	MCG49644	Tada2b
MOUSE	103199	P49717	DNA replication licensing factor MCM4	Mcm4
MOUSE	1095400	O35615	Zinc finger protein ZFPM1	Zfpm1
MOUSE	1333812	Q9Z2D8	Methyl-CpG-binding domain protein 3	Mbd3
MOUSE	1336878	Q80UV9	Transcription initiation factor TFIID subunit 1	Taf1
MOUSE	2145374	Q6PGC1	ATP-dependent RNA helicase Dhx29	Dhx29
MOUSE	1922152	E9Q1U1	Coiled-coil domain-containing protein 171	Ccdc171
MOUSE	1916335	Q8R1J3	Zinc finger CCHC domain-containing protein 9	Zcchc9
MOUSE	1202888	O70238	Homeobox protein PSX	Rhox6
MOUSE	99180	P22893	Tristetraprolin	Zfp36
MOUSE	1921570	Q8K4P0	pre-mRNA 3' end processing protein WDR33	Wdr33
MOUSE	2180855	Q14AZ4	2'-5' oligoadenylate synthetase 1F	Oas1f
MOUSE	1917140	Q6IQX8	Protein Zfp219	Zfp219
MOUSE	109443	O08582	GTP-binding protein 1	Gtpbp1
MOUSE	1933111	Q99J72	DNA dC-dU-editing enzyme APOBEC-3	Apobec3
MOUSE	1344345	Q9CU62	Structural maintenance of chromosomes protein 1A	Smc1a
MOUSE	97740	Q8K409	DNA polymerase beta	Polb
MOUSE	1859683	O88796	Ribonuclease P protein subunit p30	Rpp30
MOUSE	107158	Q62141	Paired amphipathic helix protein Sin3b	Sin3b
MOUSE	1921811	Q3UHX8	Homeobox protein Nkx-6.3	Nkx6-3
MOUSE	95388	Q04744	Homeobox protein EMX2	Emx2
MOUSE	88494	Q01147	Cyclic AMP-responsive element-binding protein 1	Creb1
MOUSE	2445044	E9PWW6	Protein Zc3h7a	Zc3h7a
MOUSE	1202069	O35207	Cyclin-dependent kinase 2-associated protein 1	Cdk2ap1
MOUSE	2444298	Q5RJY2	G2/M phase-specific E3 ubiquitin-protein ligase	G2e3
MOUSE	2685159	B2RXZ1	Poly(A)-specific ribonuclease (PARN)-like domain containing 1	Pnldc1
MOUSE	3648788	D3YYZ2	MCG1031578	Gm5239
MOUSE	1858179	P81117	Nucleobindin-2	Nucb2
MOUSE	1098610	O35047	Homologous-pairing protein 2 homolog	Psmc3ip
MOUSE	98020	P84099	60S ribosomal protein L19	Rpl19
MOUSE	1343464	Q8R1B8	Nuclear receptor ROR-beta	Rorb
MOUSE	3642381	G3UWD7	MCG123152	Gm10269
MOUSE	97856	P11416	Retinoic acid receptor alpha	Rara
MOUSE	2152895	Q6NVF4	DNA helicase B	Helb
MOUSE	1913658	Q7TQC5	Aprataxin	Aptx
MOUSE	2183446	Q8VHH5	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3"	Agap3
MOUSE	3045255	E9Q349	WD repeat-containing protein 25	Wdr25
MOUSE	1913743	Q9CPY1	"39S ribosomal protein L51, mitochondrial"	Mrpl51
MOUSE	107730	P70321	Homeobox protein Hox-B13	Hoxb13
MOUSE	1923633	Q9DAD9	Histone H2A	1700012L04Rik
MOUSE	3580249	Q4TU83	Protein Rhox10	Rhox10
MOUSE	1858258	Q9Z1D1	Eukaryotic translation initiation factor 3 subunit G	Eif3g
MOUSE	109382	O35710	Nocturnin	Ccrn4l
MOUSE	2442640	Q812E0	Cytoplasmic polyadenylation element-binding protein 2	Cpeb2
MOUSE	1347046	Q9R1A8	E3 ubiquitin-protein ligase RFWD2	Rfwd2
MOUSE	5434453	Q9D3I8	Protein Gm21098	Rhox4a
MOUSE	98086	P08775	DNA-directed RNA polymerase II subunit RPB1	Polr2a
MOUSE	98146	P62270	40S ribosomal protein S18	Rps18
MOUSE	1918639	A3KFM7	Protein Chd6	Chd6
MOUSE	1918401	Q5BKS4	ERI1 exoribonuclease 2	Eri2
MOUSE	105931	Q62209	Synaptonemal complex protein 1	Sycp1
MOUSE	1919784	Q8BK67	Protein RCC2	Rcc2
MOUSE	1888984	Q9JKD8	T-box transcription factor TBX21	Tbx21
MOUSE	4936930	E9Q368	Protein Gm17296	Gm17296
MOUSE	3700744	F8VQK0	Protein Nlrp4g	Nlrp4g
MOUSE	1926102	Q8K083	Zinc finger protein 536	Znf536
MOUSE	UniProtKB	Uncharacterized protein (Fragment)	unassigned	ortholog
MOUSE	1923799	E9Q2Z1	Protein Cecr2	Cecr2
MOUSE	2148922	Q9Z148	Histone-lysine N-methyltransferase EHMT2	Ehmt2
MOUSE	3805950	J3QPS0	MCG1034016	Gm7148
MOUSE	104661	P51448	Nuclear receptor ROR-alpha	Rora
MOUSE	96522	P31266	Recombining binding protein suppressor of hairless	Rbpj
MOUSE	1914942	Q8CF20	Protein 1700020N01Rik	1700020N01Rik
MOUSE	1920136	Q9D6J3	Coiled-coil domain-containing protein 94	Ccdc94
MOUSE	96180	P09631	Homeobox protein Hox-A9	Hoxa9
MOUSE	3056570	Q8C6J9	"NACHT, LRR and PYD domains-containing protein 4B"	Nlrp4b
MOUSE	3780348	D3YWC0	Uncharacterized protein	Gm2178
MOUSE	3606192	Q8R1M2	Histone H2A.J	H2afj
MOUSE	101884	P35396	Peroxisome proliferator-activated receptor delta	Ppard
MOUSE	3512628	Q9DBY5	Chromobox protein homolog 6	Cbx6
MOUSE	99495	Q7JJ13	Bromodomain-containing protein 2	Brd2
MOUSE	94902	P40764	Homeobox protein DLX-2	Dlx2
MOUSE	1920441	Q0VDQ9	Fez family zinc finger protein 1	Fezf1
MOUSE	1352762	Q8K214	Polycomb protein SCMH1	Scmh1
MOUSE	1919200	Q80Z64	Homeobox protein NANOG	Nanog
MOUSE	1277223	O70305	Ataxin-2	Atxn2
MOUSE	3612702	Q8C898	Protein C130026I21Rik	C130026I21Rik
MOUSE	95298	Q60872	Eukaryotic translation initiation factor 1A	Eif1a
MOUSE	1923417	Q9D384	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	Snrnp35
MOUSE	96995	P55200	Histone-lysine N-methyltransferase 2A	Kmt2a
MOUSE	2148019	Q6IE82	Protein Jade-3	Jade3
MOUSE	99197	G3UW50	MCG10049	Zbtb25
MOUSE	99960	Q61545	RNA-binding protein EWS	Ewsr1
MOUSE	1333864	Q9D1I6	"39S ribosomal protein L14, mitochondrial"	Mrpl14
MOUSE	1346333	O35680	"28S ribosomal protein S12, mitochondrial"	Mrps12
MOUSE	1923089	D3Z7A5	Protein Daw1	Daw1
MOUSE	1915443	Q8BP67	60S ribosomal protein L24	Rpl24
MOUSE	1345283	Q8JZU2	Protein Slc25a1	Slc25a1
MOUSE	1196310	Q8K1C0	Protein angel homolog 2	Angel2
MOUSE	98037	P62889	60S ribosomal protein L30	Rpl30
MOUSE	4937064	F6RSK3	Protein Gm17430	Gm17430
MOUSE	2429397	Q8K3Z0	Nucleotide-binding oligomerization domain-containing protein 2	Nod2
MOUSE	2656551	Q3TMQ6	Angiogenin-4	Ang4
MOUSE	4360871	F8VQK7	Uncharacterized protein	Gm16519
MOUSE	98481	Q02576	Helix-loop-helix protein 1	Nhlh1
MOUSE	1355314	Q99J79	DNA damage-binding protein 2	Ddb2
MOUSE	98510	P15806	Transcription factor E2-alpha	Tcf3
MOUSE	1277172	Q9D0R4	Probable ATP-dependent RNA helicase DDX56	Ddx56
MOUSE	96205	P70217	Homeobox protein Hox-D13	Hoxd13
MOUSE	1914222	Q6GQS1	Calcium-binding mitochondrial carrier protein SCaMC-3	Slc25a23
MOUSE	1917623	Q6PE65	G patch domain-containing protein 2-like	Gpatch2l
MOUSE	1935145	B1AR10	Protein Mllt6	Mllt6
MOUSE	1917581	Q7TPQ3	E3 ubiquitin-protein ligase SHPRH	Shprh
MOUSE	97487	P24610	Paired box protein Pax-3	Pax3
MOUSE	2145528	Q66X05	"NACHT, LRR and PYD domains-containing protein 4F"	Nlrp4f
MOUSE	2146571	Q99J62	Replication factor C subunit 4	Rfc4
MOUSE	103572	Q6PZD9	CCAAT/enhancer-binding protein epsilon	Cebpe
MOUSE	3780214	D3Z367	Protein Gm2046	Gm2046
MOUSE	1924108	Q6B966	"NACHT, LRR and PYD domains-containing protein 14"	Nlrp14
MOUSE	2144224	Q8BGF3	WD repeat-containing protein 92	Wdr92
MOUSE	103012	Q8R0K9	Transcription factor E2F4	E2f4
MOUSE	1919207	Q9CWS4	Integrator complex subunit 11	Cpsf3l
MOUSE	2181659	Q66JW3	Thymocyte selection-associated high mobility group box protein TOX	Tox
MOUSE	87971	Q8K3E5	Jouberin	Ahi1
MOUSE	1347076	P14115	60S ribosomal protein L27a	Rpl27a
MOUSE	3642857	D3Z6P9	Protein Ddx43	Ddx43
MOUSE	2442544	Q922B2	"Aspartate--tRNA ligase, cytoplasmic"	Dars
MOUSE	98369	P40646	Transcription factor SOX-7	Sox7
MOUSE	1890546	Q8K3Y3	Protein lin-28 homolog A	Lin28a
MOUSE	1921601	D3Z0M9	"MCG18410, isoform CRA_a"	Ddx23
MOUSE	1918448	Q9CUB6	OTU domain-containing protein 1	Otud1
MOUSE	2683087	Q8C0C0	Zinc fingers and homeoboxes protein 2	Zhx2
MOUSE	1343178	Q9WV35	Probable C-U-editing enzyme APOBEC-2	Apobec2
MOUSE	1339973	Q9Z1X4	Interleukin enhancer-binding factor 3	Ilf3
MOUSE	1920672	Q8BII1	Prospero homeobox protein 2	Prox2
MOUSE	5439426	J3QPY6	Protein Gm21957	Gm21957
MOUSE	2447622	Q80YT9	Splicing regulator RBM11	Rbm11
MOUSE	1354373	Q9QX96	Sal-like protein 2	Sall2
MOUSE	1917819	Q3TAQ9	Protein Wdr36	Wdr36
MOUSE	1916238	Q8CCF0	U4/U6 small nuclear ribonucleoprotein Prp31	Prpf31
MOUSE	1914482	Q9WUE4	Nitrogen permease regulator 2-like protein	Nprl2
MOUSE	106918	Q61221	Hypoxia-inducible factor 1-alpha	Hif1a
MOUSE	1918984	Q8BGF7	PAB-dependent poly(A)-specific ribonuclease subunit PAN2	Pan2
MOUSE	1860197	Q920I9	WD repeat-containing protein 7	Wdr7
MOUSE	104685	Q9D030	Twist-related protein 2	Twist2
MOUSE	1917160	Q8BMD8	Calcium-binding mitochondrial carrier protein SCaMC-1	Slc25a24
MOUSE	2446176	Q8CHW4	Translation initiation factor eIF-2B subunit epsilon	Eif2b5
MOUSE	1314881	Q9D0N7	Chromatin assembly factor 1 subunit B	Chaf1b
MOUSE	2443472	Q8R0S1	Cyclic AMP-dependent transcription factor ATF-7	Atf7
MOUSE	1918580	Q6NXM2	RCC1 and BTB domain-containing protein 1	Rcbtb1
MOUSE	2137624	Q8K3Z9	Nuclear envelope pore membrane protein POM 121	Pom121
MOUSE	1916020	Q8CB19	Putative homeodomain transcription factor 2	Phtf2
MOUSE	97849	P21784	V(D)J recombination-activating protein 2	Rag2
MOUSE	1920210	Q8R4U6	"DNA topoisomerase I, mitochondrial"	Top1mt
MOUSE	1918932	Q8C5V5	WD repeat-containing protein 27	Wdr27
MOUSE	5434440	Q4TU90	Protein Gm21085	Rhox3e
MOUSE	102853	P41158	ETS domain-containing protein Elk-4	Elk4
MOUSE	3643164	L7N2D7	Uncharacterized protein	Gm4781
MOUSE	1926805	Q9ES18	Forkhead box protein J2	Foxj2
MOUSE	1095403	Q64213	Splicing factor 1	Sf1
MOUSE	1278334	O88878	AN1-type zinc finger protein 5	Zfand5
MOUSE	3646032	F8WIX8	Histone H2A	Hist1h2al
MOUSE	1298390	Q6A028	Switch-associated protein 70	Swap70
MOUSE	1344390	Q9Z2F2	2'-5'-oligoadenylate synthase-like protein 2	Oasl2
MOUSE	1098658	Q9D3E6	Cohesin subunit SA-1	Stag1
MOUSE	1891408	Q6XBJ3	One cut domain family member 2	Onecut2
MOUSE	1918137	Q9D9R7	Doublesex- and mab-3-related transcription factor C1	Dmrtc1
MOUSE	2385891	Q5D1E7	Ribonuclease ZC3H12A	Zc3h12a
MOUSE	2446220	Q1RNF8	Sterile alpha motif domain-containing protein 11	Samd11
MOUSE	1344380	Q6PDQ2	Chromodomain-helicase-DNA-binding protein 4	Chd4
MOUSE	1858230	Q9JLI8	Squamous cell carcinoma antigen recognized by T-cells 3	Sart3
MOUSE	3643462	D3Z7X6	Protein Gm5581	Gm5581
MOUSE	95564	P35922	Fragile X mental retardation protein 1 homolog	Fmr1
MOUSE	893579	Q60749	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	Khdrbs1
MOUSE	96097	Q6GSS7	Histone H2A type 2-A	Hist2h2aa1
MOUSE	96203	P23813	Homeobox protein Hox-D11	Hoxd11
MOUSE	1919270	Q9DAU9	Zinc finger protein 654	Znf654
MOUSE	2145118	Q99LD9	Translation initiation factor eIF-2B subunit beta	Eif2b2
MOUSE	95415	P81270	Transcriptional regulator ERG	Erg
MOUSE	2442782	A2AUY4	Protein Baz2b	Baz2b
MOUSE	1929510	Q9DCH6	AN1-type zinc finger protein 6	Zfand6
MOUSE	2681847	Q3UE17	RNA-binding protein MEX3D	Mex3d
MOUSE	2137092	Q9JHW4	Selenocysteine-specific elongation factor	Eefsec
MOUSE	2684929	Q6PAC3	DDB1- and CUL4-associated factor 13	Dcaf13
MOUSE	2654144	Q8BHK9	DNA excision repair protein ERCC-6-like	Ercc6l
MOUSE	2180003	Q6P1B1	Xaa-Pro aminopeptidase 1	Xpnpep1
MOUSE	1923772	Q6ZWM4	U6 snRNA-associated Sm-like protein LSm8	Lsm8
MOUSE	3039593	Q80W03	TOX high mobility group box family member 3	Tox3
MOUSE	2681839	Q14CH7	"Alanine--tRNA ligase, mitochondrial"	Aars2
MOUSE	1096341	P56931	Transcription factor E2F2	E2f2
MOUSE	1923304	Q7TPM1	Protein PRRC2B	Prrc2b
MOUSE	1919049	Q8C2E4	"Pentatricopeptide repeat-containing protein 1, mitochondrial"	Ptcd1
MOUSE	88361	P43241	Homeobox protein CDX-2	Cdx2
MOUSE	1914498	P62892	60S ribosomal protein L39	Rpl39
MOUSE	1914428	Q9CQR5	Zinc finger matrin-type protein 5	Zmat5
MOUSE	1927665	Q8R104	NAD-dependent protein deacetylase sirtuin-3	Sirt3
MOUSE	1890518	Q3TKR3	"NACHT, LRR and PYD domains-containing protein 4C"	Nlrp4c
MOUSE	1918175	Q8BI72	CDKN2A-interacting protein	Cdkn2aip
MOUSE	1914127	P63154	Crooked neck-like protein 1	Crnkl1
MOUSE	102854	P47962	60S ribosomal protein L5	Rpl5
MOUSE	107445	F8VQH7	Protein Dbx2	Dbx2
MOUSE	2448293	P22752	Histone H2A type 1	Hist1h2ab
MOUSE	1914736	Q6NXY9	DNA-directed RNA polymerase III subunit RPC7	Polr3g
MOUSE	1922874	Q8BP48	Methionine aminopeptidase 1	Metap1
MOUSE	1917297	Q8K1J6	"CCA tRNA nucleotidyltransferase 1, mitochondrial"	Trnt1
MOUSE	1920640	G3X992	Protein Msl3l2	Msl3l2
MOUSE	3648085	J3QNT6	Uncharacterized protein	Gm5039
MOUSE	1346307	O35627	Nuclear receptor subfamily 1 group I member 3	Nr1i3
MOUSE	1914526	Q7TMF2	3'-5' exoribonuclease 1	Eri1
MOUSE	2443497	Q8BZ94	Zinc finger matrin-type protein 4	Zmat4
MOUSE	3641930	E9Q2Z4	Protein Gm16494	Gm16494
MOUSE	3714359	E9PXC0	Protein Srp54c	Srp54c
MOUSE	2385252	Q91WA3	Histone deacetylase 11	Hdac11
MOUSE	1347043	O88708	Origin recognition complex subunit 4	Orc4
MOUSE	1333850	Q9Z2D7	Methyl-CpG-binding domain protein 4	Mbd4
MOUSE	1915098	Q6ZPL9	ATP-dependent RNA helicase DDX55	Ddx55
MOUSE	2146407	Q0P5W1	Vacuolar protein sorting-associated protein 8 homolog	Vps8
MOUSE	2684949	Q5VCS6	Tudor domain-containing protein 5	Tdrd5
MOUSE	1927290	Q8BN78	Transcriptional regulator Kaiso	Zbtb33
MOUSE	2137219	Q99N93	"39S ribosomal protein L16, mitochondrial"	Mrpl16
MOUSE	2144215	Q8BVN7	Solute carrier family 25 member 41	Slc25a41
MOUSE	95288	P58252	Elongation factor 2	Eef2
MOUSE	2446777	B1AY40	MCG1044712	Ssxb8
MOUSE	1915422	Q9CQD0	Protein Rpl39l	Rpl39l
MOUSE	106633	Q62066	Paired mesoderm homeobox protein 2A	Phox2a
MOUSE	2389465	Q8K402	T-box transcription factor TBX22	Tbx22
MOUSE	1913659	Q8BVY0	Protein Rsl1d1	Rsl1d1
MOUSE	108055	O09105	Neurogenic differentiation factor 4	Neurod4
MOUSE	2443470	Q99J25	"rRNA methyltransferase 1, mitochondrial"	Mrm1
MOUSE	1928141	Q9CR88	"28S ribosomal protein S14, mitochondrial"	Mrps14
MOUSE	1196423	O08755	Hepatocyte nuclear factor 6	Onecut1
MOUSE	1201779	P70333	Heterogeneous nuclear ribonucleoprotein H2	Hnrnph2
MOUSE	1927099	P47955	60S acidic ribosomal protein P1	Rplp1
MOUSE	2685438	Q7SIG6	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2"	Asap2
MOUSE	1919276	Q9DAT5	Mitochondrial tRNA-specific 2-thiouridylase 1	Trmu
MOUSE	1929913	Q99PV8	B-cell lymphoma/leukemia 11B	Bcl11b
MOUSE	1354163	Q9QZD4	DNA repair endonuclease XPF	Ercc4
MOUSE	98894	P12242	Mitochondrial brown fat uncoupling protein 1	Ucp1
MOUSE	1351337	Q9ESV0	ATP-dependent RNA helicase DDX24	Ddx24
MOUSE	106593	P48986	Neurogenic differentiation factor 6	Neurod6
MOUSE	2158460	Q3UXB0	Methyl-CpG binding domain protein 3-like 2	Mbd3l2
MOUSE	1338073	Q9Z1X9	Cell division control protein 45 homolog	Cdc45
MOUSE	1339795	Q9CW03	Structural maintenance of chromosomes protein 3	Smc3
MOUSE	1922485	Q8VEG4	Exonuclease 3'-5' domain-containing protein 2	Exd2
MOUSE	96178	P09092	Homeobox protein Hox-A6	Hoxa6
MOUSE	2145245	Q8BZX4	Splicing regulatory glutamine/lysine-rich protein 1	Srek1
MOUSE	2652872	Q5DTZ0	Protein NYNRIN	Nynrin
MOUSE	1914742	D3Z3C6	AN1-type zinc finger protein 4	Zfand4
MOUSE	1346833	P33242	Steroidogenic factor 1	Nr5a1
MOUSE	3779546	A9Z055	Histone H2A	Gm6026
MOUSE	2385169	E9QAM5	Helicase with zinc finger domain 2	Helz2
MOUSE	1929701	O08663	Methionine aminopeptidase 2	Metap2
MOUSE	1859823	Q9ESP5	Fez family zinc finger protein 2	Fezf2
MOUSE	1917126	Q8BJ25	THAP domain-containing protein 3	Thap3
MOUSE	2446778	A2BI93	Protein Ssxb9	Ssxb9
MOUSE	3648396	J3QJZ3	MCG116065	Gm6472
MOUSE	3608347	A2A5E6	Zinc finger protein 385C	Znf385c
MOUSE	99948	Q61329	Zinc finger homeobox protein 3	Zfhx3
MOUSE	3710620	Q7TNE6	Double homeobox B-like	Duxbl
MOUSE	1913275	Q9JJT0	RNA 3'-terminal phosphate cyclase-like protein	Rcl1
MOUSE	1922449	Q9D4Y3	Protein Rhox2a	Rhox2a
MOUSE	97960	Q99M28	RNA-binding protein with serine-rich domain 1	Rnps1
MOUSE	3648779	W4VSN9	MCG125586	Rhox2d
MOUSE	2385207	Q99LH1	Nucleolar GTP-binding protein 2	Gnl2
MOUSE	1913948	Q6NVF9	Cleavage and polyadenylation specificity factor subunit 6	Cpsf6
MOUSE	106479	Q8C5Q4	G-rich sequence factor 1	Grsf1
MOUSE	3034689	Q80WS3	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	Fbll1
MOUSE	1914617	P58501	PAX3- and PAX7-binding protein 1	Paxbp1
MOUSE	1913761	Q9CY57	Chromatin target of PRMT1 protein	Chtop
MOUSE	1921268	Q920R0	Alsin	Als2
MOUSE	3648192	L7N263	Protein Gm5699	Gm5699
MOUSE	3644176	J3QN21	Uncharacterized protein	Gm5828
MOUSE	1926217	Q9JJH1	Ribonuclease 4	Rnase4
MOUSE	1352495	Q8VD12	Zinc finger protein 385A	Znf385a
