species	MGI	UniProtKB	gene	ID
MOUSE	104752	Q60778	NF-kappa-B inhibitor beta	Nfkbib
MOUSE	95784	P62880	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	Gnb2
MOUSE	2672033	Q3UTY6	Thrombospondin type-1 domain-containing protein 4	Thsd4
MOUSE	1913656	A6H687	SAC3 domain-containing protein 1	Sac3d1
MOUSE	1924415	Q80SY3	V-type proton ATPase subunit d 2	Atp6v0d2
MOUSE	105368	Q9R0K7	Plasma membrane calcium-transporting ATPase 2	Atp2b2
MOUSE	1101358	Q11011	Puromycin-sensitive aminopeptidase	Npepps
MOUSE	1891190	Q9WUU7	Cathepsin Z	Ctsz
MOUSE	97243	P09922	Interferon-induced GTP-binding protein Mx1	Mx1
MOUSE	1921638	Q80YA7	Dipeptidyl peptidase 8	Dpp8
MOUSE	1351657	Q99LE6	ATP-binding cassette sub-family F member 2	Abcf2
MOUSE	891980	Q9JM71	Kallikrein 1-related peptidase b27	Klk1b27
MOUSE	1921406	Q9DBK0	Acyl-coenzyme A thioesterase 12	Acot12
MOUSE	3779616	F6URP1	Protein Gm6619 (Fragment)	Gm6619
MOUSE	1921536	Q9D9D3	MCG9298	Tbc1d21
MOUSE	2444506	Q8CHX6	Membrane-bound transcription factor site-2 protease	Mbtps2
MOUSE	96417	Q08890	Iduronate 2-sulfatase	Ids
MOUSE	3042287	P68500	Contactin-5	Cntn5
MOUSE	1274781	O89026	Roundabout homolog 1	Robo1
MOUSE	2442230	Q80U63	Mitofusin-2	Mfn2
MOUSE	2685214	Q6PAQ9	Transmembrane gamma-carboxyglutamic acid protein 3	Prrg3
MOUSE	97370	P06802	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	Enpp1
MOUSE	98419	Q6P069	Sorcin	Sri
MOUSE	2386403	Q80T79	CUB and sushi domain-containing protein 3	Csmd3
MOUSE	1344418	Q9Z0F4	Calcium and integrin-binding protein 1	Cib1
MOUSE	107744	E9Q0B6	Protein Dnah6	Dnah6
MOUSE	2179435	Q99K10	Neuroligin-1	Nlgn1
MOUSE	103258	Q5SUE7	Adenosine deaminase domain-containing protein 1	Adad1
MOUSE	1921257	Q6GQW0	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	Btbd11
MOUSE	2141599	Q6P7W5	tRNA-splicing endonuclease subunit Sen2	Tsen2
MOUSE	88426	Q91VB1	"Chymase 2, mast cell"	Cma2
MOUSE	1860440	Q9JL18	Beta-secretase 2	Bace2
MOUSE	107736	Q45VK7	Cytoplasmic dynein 2 heavy chain 1	Dync2h1
MOUSE	1351658	Q6P542	ATP-binding cassette sub-family F member 1	Abcf1
MOUSE	3643834	J3QM35	Uncharacterized protein	Gm5283
MOUSE	3648665	D3Z5W0	Protein Atp6ap1l	Atp6ap1l
MOUSE	1913411	Q9CR08	Ribonuclease P protein subunit p29	Pop4
MOUSE	88382	O88783	Coagulation factor V	F5
MOUSE	107157	Q60520	Paired amphipathic helix protein Sin3a	Sin3a
MOUSE	2137913	P58022	Lysyl oxidase homolog 2	Loxl2
MOUSE	88022	P21570	Angiogenin	Ang
MOUSE	2444413	Q3UH53	Protein sidekick-1	Sdk1
MOUSE	1916625	Q8C726	BTB/POZ domain-containing protein 9	Btbd9
MOUSE	1890110	Q7TPD3	Roundabout homolog 2	Robo2
MOUSE	1915230	Q9CRC9	Glucosamine-6-phosphate isomerase 2	Gnpda2
MOUSE	1934677	Q8VI78	Phospholipase A1 member A	Pla1a
MOUSE	1919794	Q8BTW3	Exosome complex component MTR3	Exosc6
MOUSE	107265	O89001	Carboxypeptidase D	Cpd
MOUSE	1920356	Q14B24	Serine protease 57	Prss57
MOUSE	1915376	Q3TC72	Fumarylacetoacetate hydrolase domain-containing protein 2A	Fahd2
MOUSE	1913540	Q9CR51	V-type proton ATPase subunit G 1	Atp6v1g1
MOUSE	96211	Q61646	Haptoglobin	Hp
MOUSE	1919735	E9Q8Q6	Protein Ccdc141	Ccdc141
MOUSE	1858271	Q9Z2C4	Myotubularin-related protein 1	Mtmr1
MOUSE	1914926	Q8R040	Ribonuclease P protein subunit p21	Rpp21
MOUSE	1861723	Q9JIA9	Cathepsin R	Ctsr
MOUSE	2441808	Q6PFY9	Dual specificity protein phosphatase CDC14B	Cdc14b
MOUSE	1918066	Q149F1	RNA pseudouridylate synthase domain-containing protein 2	Rpusd2
MOUSE	2685446	D3YY21	Protein Nuggc	Nuggc
MOUSE	97308	Q07279	Transcription factor NF-E2 45 kDa subunit	Nfe2
MOUSE	1202402	P70453	"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"	Pde7a
MOUSE	1924366	Q9Z2D1	Myotubularin-related protein 2	Mtmr2
MOUSE	1891369	Q9ER56	Calpain-12	Capn12
MOUSE	3045353	E9Q287	Protein Adamts3	Adamts3
MOUSE	102759	P07146	Anionic trypsin-2	Prss2
MOUSE	1349431	Q9Z0N1	"Eukaryotic translation initiation factor 2 subunit 3, X-linked"	Eif2s3x
MOUSE	102765	Q60673	Receptor-type tyrosine-protein phosphatase-like N	Ptprn
MOUSE	1919358	Q80Y98	Phospholipase DDHD2	Ddhd2
MOUSE	1913696	Q9D0M0	Exosome complex exonuclease RRP42	Exosc7
MOUSE	3644280	J3QMF0	Protein Gm5709	Gm5709
MOUSE	1924456	Q5XF90	Probable cation-transporting ATPase 13A4	Atp13a4
MOUSE	3026877	E9Q0N2	Protein Ptprh	Ptprh
MOUSE	103298	P51908	C-U-editing enzyme APOBEC-1	Apobec1
MOUSE	892023	P15946	Kallikrein 1-related peptidase b11	Klk1b11
MOUSE	97054	P23249	Putative helicase MOV-10	Mov10
MOUSE	1914339	P62334	26S protease regulatory subunit 10B	Psmc6
MOUSE	97322	P00756	Kallikrein 1-related peptidase b3	Klk1b3
MOUSE	1919003	Q9DBI0	Transmembrane protease serine 6	Tmprss6
MOUSE	109547	P39054	Dynamin-2	Dnm2
MOUSE	1917176	Q69Z23	"Dynein heavy chain 17, axonemal"	Dnah17
MOUSE	2385139	A2AWA9	Rab GTPase-activating protein 1	Rabgap1
MOUSE	1351636	Q9QZX7	Serine racemase	Srr
MOUSE	1891384	Q99MV5	Putative helicase Mov10l1	Mov10l1
MOUSE	96418	P48441	Alpha-L-iduronidase	Idua
MOUSE	107357	Q9ES52	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1"	Inpp5d
MOUSE	87876	P21836	Acetylcholinesterase	Ache
MOUSE	1859661	Q9QZW0	Probable phospholipid-transporting ATPase 11C	Atp11c
MOUSE	99555	Q01063	"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"	Pde4d
MOUSE	3644269	Q8CFG8	Complement C1s-B subcomponent	C1sb
MOUSE	1923810	Q9ESD1	Prostasin	Prss8
MOUSE	1919160	Q3UMZ3	Phosphatidate phosphatase PPAPDC1B	Ppapdc1b
MOUSE	97610	P11214	Tissue-type plasminogen activator	Plat
MOUSE	2385155	P58545	BTB/POZ domain-containing protein 3	Btbd3
MOUSE	103016	P62137	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	Ppp1ca
MOUSE	1933407	Q9ER04	Transmembrane protease serine 5	Tmprss5
MOUSE	1913385	Q99JP7	Gamma-glutamyltransferase 7	Ggt7
MOUSE	1920026	Q80UK7	Spindle assembly abnormal protein 6 homolog	Sass6
MOUSE	107171	Q63811	Calcineurin subunit B type 2	Ppp3r2
MOUSE	891999	Q91ZS8	Double-stranded RNA-specific editase 1	Adarb1
MOUSE	104626	Q91WM1	Spermatid perinuclear RNA-binding protein	Strbp
MOUSE	1349426	Q9R014	Cathepsin J	Ctsj
MOUSE	3650721	B1AVU7	Protein Gm13178	Gm13178
MOUSE	88564	P06797	Cathepsin L1	Ctsl
MOUSE	2144164	P58802	TBC1 domain family member 10A	Tbc1d10a
MOUSE	1098801	B2RRE7	OTU domain-containing protein 4	Otud4
MOUSE	1098708	Q8CGA2	TBC1 domain family member 14	Tbc1d14
MOUSE	107995	Q9EPU0	Regulator of nonsense transcripts 1	Upf1
MOUSE	1925044	Q7TSK7	ADAMTS-like protein 2	Adamtsl2
MOUSE	97542	Q11136	Xaa-Pro dipeptidase	Pepd
MOUSE	1921078	Q99LF7	Protein Dcaf4	Dcaf4
MOUSE	1921082	Q32M27	Kallikrein 1-related peptidase b9	Klk9
MOUSE	1919840	Q8BVQ5	Protein phosphatase methylesterase 1	Ppme1
MOUSE	3606211	Q8BV57	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	Ssc5d
MOUSE	1919079	Q9DAF3	Protein DDI1 homolog 1	Ddi1
MOUSE	104653	G5E829	"MCG13663, isoform CRA_a"	Atp2b1
MOUSE	1922022	Q9CTG6	Probable cation-transporting ATPase 13A2	Atp13a2
MOUSE	3646434	E9Q8B5	Protein Gm4788	Gm4788
MOUSE	1925604	Q6YI28	EP1	2210407C18Rik
MOUSE	88379	Q07968	Coagulation factor XIII B chain	F13b
MOUSE	2685838	E9Q0T8	Protein Dnah7a	Dnah7a
MOUSE	1927225	Q9Z1A9	TBC1 domain family member 8	Tbc1d8
MOUSE	97812	Q64487	Receptor-type tyrosine-protein phosphatase delta	Ptprd
MOUSE	99878	P49443	Protein phosphatase 1A	Ppm1a
