index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
388,ENSG00000016402,Il20ra,ENSMUSG00000020007,IL20RA,
389,ENSG00000016490,Clca1,ENSMUSG00000028255,CLCA1,
390,ENSG00000016602,Clca4b,ENSMUSG00000074195,CLCA4,
391,ENSG00000016602,Clca4a,ENSMUSG00000068547,CLCA4,
392,ENSG00000016864,Glt8d1,ENSMUSG00000021916,GLT8D1,
393,ENSG00000017260,Atp2c1,ENSMUSG00000032570,ATP2C1,
394,ENSG00000017427,Igf1,ENSMUSG00000020053,IGF1,
395,ENSG00000017483,Slc38a5,ENSMUSG00000031170,SLC38A5,
396,ENSG00000017797,Ralbp1,ENSMUSG00000024096,RALBP1,
397,ENSG00000018189,Rufy3,ENSMUSG00000029291,RUFY3,
398,ENSG00000018236,Cntn1,ENSMUSG00000055022,CNTN1,
399,ENSG00000018280,Slc11a1,ENSMUSG00000026177,SLC11A1,
400,ENSG00000018408,Wwtr1,ENSMUSG00000027803,WWTR1,
401,ENSG00000018510,Agps,ENSMUSG00000042410,AGPS,
402,ENSG00000018610,C330007P06Rik,ENSMUSG00000006423,CXorf56,
403,ENSG00000018625,Atp1a2,ENSMUSG00000007097,ATP1A2,
404,ENSG00000018699,Ttc27,ENSMUSG00000024078,TTC27,
405,ENSG00000019102,Vsig2,ENSMUSG00000001943,VSIG2,
406,ENSG00000019144,Phldb1,ENSMUSG00000048537,PHLDB1,
407,ENSG00000019169,Marco,ENSMUSG00000026390,MARCO,
408,ENSG00000019186,Cyp24a1,ENSMUSG00000038567,CYP24A1,
409,ENSG00000019485,Prdm11,ENSMUSG00000075028,PRDM11,
410,ENSG00000019505,Syt13,ENSMUSG00000027220,SYT13,
411,ENSG00000019549,Snai2,ENSMUSG00000022676,SNAI2,
412,ENSG00000019582,Cd74,ENSMUSG00000024610,CD74,
413,ENSG00000019991,Hgf,ENSMUSG00000028864,HGF,
414,ENSG00000019995,Zranb1,ENSMUSG00000030967,ZRANB1,
415,ENSG00000020129,Ncdn,ENSMUSG00000028833,NCDN,
416,ENSG00000020181,Adgra2,ENSMUSG00000031486,ADGRA2,
417,ENSG00000020256,Zfp64,ENSMUSG00000027551,ZFP64,
418,ENSG00000020426,Mnat1,ENSMUSG00000021103,MNAT1,
419,ENSG00000020577,Samd4,ENSMUSG00000021838,SAMD4A,
420,ENSG00000020633,Runx3,ENSMUSG00000070691,RUNX3,
421,ENSG00000020922,Mre11a,ENSMUSG00000031928,MRE11A,
422,ENSG00000021300,Plekhb1,ENSMUSG00000030701,PLEKHB1,
423,ENSG00000021355,Serpinb1b,ENSMUSG00000051029,SERPINB1,
424,ENSG00000021355,Serpinb1c,ENSMUSG00000079049,SERPINB1,
425,ENSG00000021355,Serpinb1a,ENSMUSG00000044734,SERPINB1,
426,ENSG00000021488,Slc7a9,ENSMUSG00000030492,SLC7A9,
427,ENSG00000021574,Spast,ENSMUSG00000024068,SPAST,
428,ENSG00000021645,Nrxn3,ENSMUSG00000066392,NRXN3,
429,ENSG00000021762,Osbpl5,ENSMUSG00000037606,OSBPL5,
430,ENSG00000021776,Aqr,ENSMUSG00000040383,AQR,
431,ENSG00000021826,Cps1,ENSMUSG00000025991,CPS1,
432,ENSG00000021852,C8b,ENSMUSG00000029656,C8B,
433,ENSG00000022267,Fhl1,ENSMUSG00000023092,FHL1,
434,ENSG00000022277,Rtfdc1,ENSMUSG00000027502,RTFDC1,
435,ENSG00000022355,Gabra1,ENSMUSG00000010803,GABRA1,
436,ENSG00000022556,Nlrp2,ENSMUSG00000035177,NLRP2,
437,ENSG00000022567,Slc45a4,ENSMUSG00000079020,SLC45A4,
438,ENSG00000022840,Rnf10,ENSMUSG00000041740,RNF10,
439,ENSG00000022976,Zfp839,ENSMUSG00000021271,ZNF839,
440,ENSG00000023041,Zdhhc6,ENSMUSG00000024982,ZDHHC6,
441,ENSG00000023171,Gramd1b,ENSMUSG00000040111,GRAMD1B,
442,ENSG00000023191,Rnh1,ENSMUSG00000038650,RNH1,
443,ENSG00000023228,Ndufs1,ENSMUSG00000025968,NDUFS1,
444,ENSG00000023287,Rb1cc1,ENSMUSG00000025907,RB1CC1,
445,ENSG00000023318,Erp44,ENSMUSG00000028343,ERP44,
446,ENSG00000023330,Alas1,ENSMUSG00000032786,ALAS1,
447,ENSG00000023445,Birc3,ENSMUSG00000032000,BIRC3,
448,ENSG00000023516,Akap11,ENSMUSG00000022016,AKAP11,
449,ENSG00000023572,Glrx2,ENSMUSG00000018196,GLRX2,
450,ENSG00000023608,Snapc1,ENSMUSG00000021113,SNAPC1,
451,ENSG00000023697,Dera,ENSMUSG00000030225,DERA,
452,ENSG00000023734,Strap,ENSMUSG00000030224,STRAP,
453,ENSG00000023839,Abcc2,ENSMUSG00000025194,ABCC2,
454,ENSG00000023892,Def6,ENSMUSG00000002257,DEF6,
455,ENSG00000023902,Plekho1,ENSMUSG00000015745,PLEKHO1,
456,ENSG00000023909,Gclm,ENSMUSG00000028124,GCLM,
457,ENSG00000024048,Ubr2,ENSMUSG00000023977,UBR2,
458,ENSG00000024422,Ehd2,ENSMUSG00000074364,EHD2,
459,ENSG00000024526,Depdc1a,ENSMUSG00000028175,DEPDC1,
460,ENSG00000024862,Ccdc28a,ENSMUSG00000059554,CCDC28A,
461,ENSG00000025039,Rragd,ENSMUSG00000028278,RRAGD,
462,ENSG00000025156,Hsf2,ENSMUSG00000019878,HSF2,
463,ENSG00000025293,Phf20,ENSMUSG00000038116,PHF20,
464,ENSG00000025423,Hsd17b6,ENSMUSG00000025396,HSD17B6,
465,ENSG00000025434,Nr1h3,ENSMUSG00000002108,NR1H3,
466,ENSG00000025708,Tymp,ENSMUSG00000022615,TYMP,
467,ENSG00000025770,Ncaph2,ENSMUSG00000008690,NCAPH2,
468,ENSG00000025770,Gm7535,ENSMUSG00000090957,NCAPH2,
469,ENSG00000025772,Tomm34,ENSMUSG00000018322,TOMM34,
470,ENSG00000025796,Sec63,ENSMUSG00000019802,SEC63,
471,ENSG00000025800,Kpna6,ENSMUSG00000003731,KPNA6,
472,ENSG00000026025,Vim,ENSMUSG00000026728,VIM,
473,ENSG00000026103,Fas,ENSMUSG00000024778,FAS,
474,ENSG00000026297,Rnaset2b,ENSMUSG00000094724,RNASET2,
475,ENSG00000026297,Rnaset2a,ENSMUSG00000095687,RNASET2,
476,ENSG00000026508,Cd44,ENSMUSG00000005087,CD44,
477,ENSG00000026559,Kcng1,ENSMUSG00000074575,KCNG1,
478,ENSG00000026652,Agpat4,ENSMUSG00000023827,AGPAT4,
479,ENSG00000026751,Slamf7,ENSMUSG00000038179,SLAMF7,
480,ENSG00000027001,Mipep,ENSMUSG00000021993,MIPEP,
481,ENSG00000027075,Prkch,ENSMUSG00000021108,PRKCH,
482,ENSG00000027644,Insrr,ENSMUSG00000005640,INSRR,
483,ENSG00000027697,Ifngr1,ENSMUSG00000020009,IFNGR1,
484,ENSG00000027847,B4galt7,ENSMUSG00000021504,B4GALT7,
485,ENSG00000027869,Sh2d2a,ENSMUSG00000028071,SH2D2A,
486,ENSG00000028116,Vrk2,ENSMUSG00000064090,VRK2,
487,ENSG00000028137,Tnfrsf1b,ENSMUSG00000028599,TNFRSF1B,
488,ENSG00000028203,Vezt,ENSMUSG00000036099,VEZT,
489,ENSG00000028277,Pou2f2,ENSMUSG00000008496,POU2F2,
490,ENSG00000028310,Brd9,ENSMUSG00000057649,BRD9,
491,ENSG00000028528,Snx1,ENSMUSG00000032382,SNX1,
492,ENSG00000028839,Tbpl1,ENSMUSG00000071359,TBPL1,
493,ENSG00000029153,Arntl2,ENSMUSG00000040187,ARNTL2,
494,ENSG00000029363,Bclaf1,ENSMUSG00000037608,BCLAF1,
495,ENSG00000029364,Slc39a9,ENSMUSG00000048833,SLC39A9,
496,ENSG00000029534,Ank1,ENSMUSG00000031543,ANK1,
497,ENSG00000029559,Ibsp,ENSMUSG00000029306,IBSP,
498,ENSG00000029639,Tfb1m,ENSMUSG00000036983,TFB1M,
499,ENSG00000029725,Rabep1,ENSMUSG00000020817,RABEP1,
500,ENSG00000029993,Hmgb3,ENSMUSG00000015217,HMGB3,
501,ENSG00000030066,Nup160,ENSMUSG00000051329,NUP160,
502,ENSG00000030110,Bak1,ENSMUSG00000057789,BAK1,
503,ENSG00000030304,Musk,ENSMUSG00000057280,MUSK,
504,ENSG00000030419,Ikzf2,ENSMUSG00000025997,IKZF2,
505,ENSG00000030582,Grn,ENSMUSG00000034708,GRN,
506,ENSG00000031003,Fam13b,ENSMUSG00000036501,FAM13B,
507,ENSG00000031081,Arhgap31,ENSMUSG00000022799,ARHGAP31,
508,ENSG00000031691,Cenpq,ENSMUSG00000023919,CENPQ,
509,ENSG00000031698,Sars,ENSMUSG00000068739,SARS,
510,ENSG00000031823,Ranbp3,ENSMUSG00000002372,RANBP3,
511,ENSG00000032219,Arid4a,ENSMUSG00000048118,ARID4A,
512,ENSG00000032389,Tssc1,ENSMUSG00000036613,TSSC1,
513,ENSG00000032444,Pnpla6,ENSMUSG00000004565,PNPLA6,
514,ENSG00000032742,Ift88,ENSMUSG00000040040,IFT88,
515,ENSG00000033011,Alg1,ENSMUSG00000039427,ALG1,
516,ENSG00000033030,Zcchc8,ENSMUSG00000029427,ZCCHC8,
517,ENSG00000033050,Abcf2,ENSMUSG00000028953,ABCF2,
518,ENSG00000033100,Chpf2,ENSMUSG00000038181,CHPF2,
519,ENSG00000033122,Lrrc7,ENSMUSG00000028176,LRRC7,
520,ENSG00000033170,Fut8,ENSMUSG00000021065,FUT8,
521,ENSG00000033178,Uba6,ENSMUSG00000035898,UBA6,
522,ENSG00000033627,Atp6v0a1,ENSMUSG00000019302,ATP6V0A1,
523,ENSG00000033800,Pias1,ENSMUSG00000032405,PIAS1,
524,ENSG00000033867,Slc4a7,ENSMUSG00000021733,SLC4A7,
525,ENSG00000034053,Apba2,ENSMUSG00000030519,APBA2,
526,ENSG00000034152,Map2k3,ENSMUSG00000018932,MAP2K3,
527,ENSG00000034239,Efcab1,ENSMUSG00000068617,EFCAB1,
528,ENSG00000034510,Gm9844,ENSMUSG00000050347,TMSB10,
529,ENSG00000034510,Tmsb10,ENSMUSG00000079523,TMSB10,
530,ENSG00000034533,Aste1,ENSMUSG00000032567,ASTE1,
531,ENSG00000034677,Rnf19a,ENSMUSG00000022280,RNF19A,
532,ENSG00000034693,Pex3,ENSMUSG00000019809,PEX3,
533,ENSG00000034713,Gabarapl2,ENSMUSG00000031950,GABARAPL2,
534,ENSG00000034971,Myoc,ENSMUSG00000026697,MYOC,
535,ENSG00000035115,Sh3yl1,ENSMUSG00000020669,SH3YL1,
536,ENSG00000035141,Fam136b-ps,ENSMUSG00000055416,FAM136A,
537,ENSG00000035141,Fam136a,ENSMUSG00000057497,FAM136A,
538,ENSG00000035403,Vcl,ENSMUSG00000021823,VCL,
539,ENSG00000035499,Depdc1b,ENSMUSG00000021697,DEPDC1B,
540,ENSG00000035664,Dapk2,ENSMUSG00000032380,DAPK2,
541,ENSG00000035681,Nsmaf,ENSMUSG00000028245,NSMAF,
542,ENSG00000035687,Adss,ENSMUSG00000015961,ADSS,
543,ENSG00000035720,Stap1,ENSMUSG00000029254,STAP1,
544,ENSG00000035862,Timp2,ENSMUSG00000017466,TIMP2,
545,ENSG00000035928,Rfc1,ENSMUSG00000029191,RFC1,
546,ENSG00000036054,Tbc1d23,ENSMUSG00000022749,TBC1D23,
547,ENSG00000036257,Cul3,ENSMUSG00000004364,CUL3,
548,ENSG00000036448,Myom2,ENSMUSG00000031461,MYOM2,
549,ENSG00000036473,Otc,ENSMUSG00000031173,OTC,
550,ENSG00000036530,Cyp46a1,ENSMUSG00000021259,CYP46A1,
551,ENSG00000036549,Zzz3,ENSMUSG00000039068,ZZZ3,
552,ENSG00000036565,Slc18a1,ENSMUSG00000036330,SLC18A1,
553,ENSG00000036672,Usp2,ENSMUSG00000032010,USP2,
554,ENSG00000036828,Casr,ENSMUSG00000051980,CASR,
555,ENSG00000037042,Tubg2,ENSMUSG00000045007,TUBG2,
556,ENSG00000037280,Flt4,ENSMUSG00000020357,FLT4,
557,ENSG00000037474,Nsun2,ENSMUSG00000021595,NSUN2,
558,ENSG00000037637,Fbxo42,ENSMUSG00000028920,FBXO42,
559,ENSG00000037749,Mfap3,ENSMUSG00000020522,MFAP3,
560,ENSG00000037757,Mri1,ENSMUSG00000004996,MRI1,
561,ENSG00000037897,Mettl1,ENSMUSG00000006732,METTL1,
562,ENSG00000037965,Hoxc8,ENSMUSG00000001657,HOXC8,
563,ENSG00000038002,Aga,ENSMUSG00000031521,AGA,
564,ENSG00000038210,Pi4k2b,ENSMUSG00000029186,PI4K2B,
565,ENSG00000038219,Bod1l,ENSMUSG00000061755,BOD1L1,
566,ENSG00000038274,Mat2b,ENSMUSG00000042032,MAT2B,
567,ENSG00000038295,Tll1,ENSMUSG00000053626,TLL1,
568,ENSG00000038358,Edc4,ENSMUSG00000036270,EDC4,
569,ENSG00000038382,Trio,ENSMUSG00000022263,TRIO,
570,ENSG00000038427,Vcan,ENSMUSG00000021614,VCAN,
571,ENSG00000038532,Clec16a,ENSMUSG00000068663,CLEC16A,
572,ENSG00000038945,Msr1,ENSMUSG00000025044,MSR1,
573,ENSG00000039068,Cdh1,ENSMUSG00000000303,CDH1,
574,ENSG00000039123,Skiv2l2,ENSMUSG00000016018,SKIV2L2,
575,ENSG00000039139,Dnah5,ENSMUSG00000022262,DNAH5,
576,ENSG00000039319,Zfyve16,ENSMUSG00000021706,ZFYVE16,
577,ENSG00000039523,Fam65a,ENSMUSG00000038604,FAM65A,
578,ENSG00000039537,C6,ENSMUSG00000022181,C6,
579,ENSG00000039560,Rai14,ENSMUSG00000022246,RAI14,
580,ENSG00000039600,Sox30,ENSMUSG00000040489,SOX30,
581,ENSG00000039650,Pnkp,ENSMUSG00000002963,PNKP,
582,ENSG00000039987,Best2,ENSMUSG00000052819,BEST2,
583,ENSG00000040199,Phlpp2,ENSMUSG00000031732,PHLPP2,
584,ENSG00000040275,Spdl1,ENSMUSG00000069910,SPDL1,
585,ENSG00000040341,Stau2,ENSMUSG00000025920,STAU2,
586,ENSG00000040487,Pqlc2,ENSMUSG00000028744,PQLC2,
587,ENSG00000040531,Ctns,ENSMUSG00000005949,CTNS,
588,ENSG00000040608,Rtn4r,ENSMUSG00000043811,RTN4R,
589,ENSG00000040633,Phf23,ENSMUSG00000018572,PHF23,
590,ENSG00000040731,Cdh10,ENSMUSG00000022321,CDH10,
591,ENSG00000040933,Inpp4a,ENSMUSG00000026113,INPP4A,
592,ENSG00000041353,Rab27b,ENSMUSG00000024511,RAB27B,
593,ENSG00000041357,Psma4,ENSMUSG00000032301,PSMA4,
594,ENSG00000041515,Myo16,ENSMUSG00000039057,MYO16,
595,ENSG00000041802,Lsg1,ENSMUSG00000022538,LSG1,
596,ENSG00000041880,Parp3,ENSMUSG00000023249,PARP3,
597,ENSG00000041982,Tnc,ENSMUSG00000028364,TNC,
598,ENSG00000041988,Thap3,ENSMUSG00000039759,THAP3,
599,ENSG00000042062,Fam65c,ENSMUSG00000074577,FAM65C,
600,ENSG00000042088,Tdp1,ENSMUSG00000021177,TDP1,
601,ENSG00000042286,Aifm2,ENSMUSG00000020085,AIFM2,
602,ENSG00000042317,Spata7,ENSMUSG00000021007,SPATA7,
603,ENSG00000042429,Med17,ENSMUSG00000031935,MED17,
604,ENSG00000042445,Retsat,ENSMUSG00000056666,RETSAT,
605,ENSG00000042493,Capg,ENSMUSG00000056737,CAPG,
606,ENSG00000042753,Ap2s1,ENSMUSG00000008036,AP2S1,
607,ENSG00000042781,Ush2a,ENSMUSG00000026609,USH2A,
608,ENSG00000042813,Zpbp,ENSMUSG00000020193,ZPBP,
609,ENSG00000042832,Tg,ENSMUSG00000053469,TG,
610,ENSG00000042980,Adam28,ENSMUSG00000014725,ADAM28,
611,ENSG00000043039,Barx2,ENSMUSG00000032033,BARX2,
612,ENSG00000043093,Dcun1d1,ENSMUSG00000027708,DCUN1D1,
613,ENSG00000043143,Jade2,ENSMUSG00000020387,JADE2,
614,ENSG00000043355,Zic2,ENSMUSG00000061524,ZIC2,
615,ENSG00000043462,Lcp2,ENSMUSG00000002699,LCP2,
616,ENSG00000043514,Trit1,ENSMUSG00000028653,TRIT1,
617,ENSG00000043591,Adrb1,ENSMUSG00000035283,ADRB1,
618,ENSG00000044012,Guca2b,ENSMUSG00000032978,GUCA2B,
619,ENSG00000044090,Cul7,ENSMUSG00000038545,CUL7,
620,ENSG00000044115,Ctnna1,ENSMUSG00000037815,CTNNA1,
621,ENSG00000044446,Phka2,ENSMUSG00000031295,PHKA2,
622,ENSG00000044459,Cntln,ENSMUSG00000038070,CNTLN,
623,ENSG00000044524,Epha3,ENSMUSG00000052504,EPHA3,
624,ENSG00000044574,Hspa5,ENSMUSG00000026864,HSPA5,
625,ENSG00000046604,Dsg2,ENSMUSG00000044393,DSG2,
626,ENSG00000046647,Gemin8,ENSMUSG00000040621,GEMIN8,
627,ENSG00000046651,Ofd1,ENSMUSG00000040586,OFD1,
628,ENSG00000046653,Gpm6b,ENSMUSG00000031342,GPM6B,
629,ENSG00000046774,4930550L24Rik,ENSMUSG00000046180,MAGEC2,
630,ENSG00000046889,Prex2,ENSMUSG00000048960,PREX2,
631,ENSG00000047056,Wdr37,ENSMUSG00000021147,WDR37,
632,ENSG00000047188,Ythdc2,ENSMUSG00000034653,YTHDC2,
633,ENSG00000047230,Ctps2,ENSMUSG00000031360,CTPS2,
634,ENSG00000047249,Atp6v1h,ENSMUSG00000033793,ATP6V1H,
635,ENSG00000047315,Polr2b,ENSMUSG00000029250,POLR2B,
636,ENSG00000047346,Fam214a,ENSMUSG00000034858,FAM214A,
637,ENSG00000047365,Arap2,ENSMUSG00000037999,ARAP2,
638,ENSG00000047410,Tpr,ENSMUSG00000006005,TPR,
639,ENSG00000047457,Cp,ENSMUSG00000003617,CP,
640,ENSG00000047578,D430042O09Rik,ENSMUSG00000032743,KIAA0556,
641,ENSG00000047579,Dtnbp1,ENSMUSG00000057531,DTNBP1,
642,ENSG00000047597,Xk,ENSMUSG00000015342,XK,
643,ENSG00000047617,Ano2,ENSMUSG00000038115,ANO2,
644,ENSG00000047621,D6Wsu163e,ENSMUSG00000030347,C12orf4,
645,ENSG00000047648,Arhgap6,ENSMUSG00000031355,ARHGAP6,
646,ENSG00000047662,Fam184b,ENSMUSG00000015879,FAM184B,
647,ENSG00000047849,Map4,ENSMUSG00000032479,MAP4,
648,ENSG00000047932,Gopc,ENSMUSG00000019861,GOPC,
649,ENSG00000047936,Ros1,ENSMUSG00000019893,ROS1,
650,ENSG00000048028,Usp28,ENSMUSG00000032267,USP28,
651,ENSG00000048052,Hdac9,ENSMUSG00000004698,HDAC9,
652,ENSG00000048140,Tspan17,ENSMUSG00000025875,TSPAN17,
653,ENSG00000048162,Nop16,ENSMUSG00000025869,NOP16,
654,ENSG00000048342,Cc2d2a,ENSMUSG00000039765,CC2D2A,
655,ENSG00000048392,Rrm2b,ENSMUSG00000022292,RRM2B,
656,ENSG00000048405,Zfp800,ENSMUSG00000039841,ZNF800,
657,ENSG00000048462,Tnfrsf17,ENSMUSG00000022496,TNFRSF17,
658,ENSG00000048471,Snx29,ENSMUSG00000071669,SNX29,
659,ENSG00000048540,Lmo3,ENSMUSG00000030226,LMO3,
660,ENSG00000048544,Mrps10,ENSMUSG00000034729,MRPS10,
661,ENSG00000048545,Guca1a,ENSMUSG00000023982,GUCA1A,
662,ENSG00000048649,Rsf1,ENSMUSG00000035623,RSF1,
663,ENSG00000048707,Vps13d,ENSMUSG00000020220,VPS13D,
664,ENSG00000048740,Celf2,ENSMUSG00000002107,CELF2,
665,ENSG00000048828,Fam120a,ENSMUSG00000038014,FAM120A,
666,ENSG00000048991,R3hdm1,ENSMUSG00000056211,R3HDM1,
667,ENSG00000049089,Col9a2,ENSMUSG00000028626,COL9A2,
668,ENSG00000049130,Kitl,ENSMUSG00000019966,KITLG,
669,ENSG00000049167,Ercc8,ENSMUSG00000021694,ERCC8,
670,ENSG00000049192,Adamts6,ENSMUSG00000046169,ADAMTS6,
671,ENSG00000049239,H6pd,ENSMUSG00000028980,H6PD,
672,ENSG00000049245,Vamp3,ENSMUSG00000028955,VAMP3,
673,ENSG00000049246,Per3,ENSMUSG00000028957,PER3,
674,ENSG00000049247,Uts2,ENSMUSG00000028963,UTS2,
675,ENSG00000049249,Tnfrsf9,ENSMUSG00000028965,TNFRSF9,
676,ENSG00000049283,Epn3,ENSMUSG00000010080,EPN3,
677,ENSG00000049323,Ltbp1,ENSMUSG00000001870,LTBP1,
678,ENSG00000049449,Rcn1,ENSMUSG00000005973,RCN1,
679,ENSG00000049540,Eln,ENSMUSG00000029675,ELN,
680,ENSG00000049541,Rfc2,ENSMUSG00000023104,RFC2,
681,ENSG00000049618,Arid1b,ENSMUSG00000069729,ARID1B,
682,ENSG00000049656,Clptm1l,ENSMUSG00000021610,CLPTM1L,
683,ENSG00000049759,Nedd4l,ENSMUSG00000024589,NEDD4L,
684,ENSG00000049768,Foxp3,ENSMUSG00000039521,FOXP3,
685,ENSG00000049769,Ppp1r3f,ENSMUSG00000039556,PPP1R3F,
686,ENSG00000049860,Hexb,ENSMUSG00000021665,HEXB,
687,ENSG00000049883,Ptcd2,ENSMUSG00000021650,PTCD2,
688,ENSG00000050030,C77370,ENSMUSG00000046449,KIAA2022,
689,ENSG00000050130,4931417E11Rik,ENSMUSG00000056197,JKAMP,
690,ENSG00000050130,Jkamp,ENSMUSG00000005078,JKAMP,
691,ENSG00000050165,Dkk3,ENSMUSG00000030772,DKK3,
692,ENSG00000050327,Arhgef5,ENSMUSG00000033542,ARHGEF5,
693,ENSG00000050344,Nfe2l3,ENSMUSG00000029832,NFE2L3,
694,ENSG00000050393,Mcur1,ENSMUSG00000021371,MCUR1,
695,ENSG00000050405,Lima1,ENSMUSG00000023022,LIMA1,
696,ENSG00000050426,Letmd1,ENSMUSG00000037353,LETMD1,
697,ENSG00000050438,Slc4a8,ENSMUSG00000023032,SLC4A8,
698,ENSG00000050555,Lamc3,ENSMUSG00000026840,LAMC3,
699,ENSG00000050628,Ptger3,ENSMUSG00000040016,PTGER3,
700,ENSG00000050730,Tnip3,ENSMUSG00000044162,TNIP3,
701,ENSG00000050748,Mapk9,ENSMUSG00000020366,MAPK9,
702,ENSG00000050767,Col23a1,ENSMUSG00000063564,COL23A1,
703,ENSG00000050820,Bcar1,ENSMUSG00000031955,BCAR1,
704,ENSG00000051009,Fam160a2,ENSMUSG00000044465,FAM160A2,
705,ENSG00000051108,Herpud1,ENSMUSG00000031770,HERPUD1,
706,ENSG00000051128,Homer3,ENSMUSG00000003573,HOMER3,
707,ENSG00000051180,Rad51,ENSMUSG00000027323,RAD51,
708,ENSG00000051341,Polq,ENSMUSG00000034206,POLQ,
709,ENSG00000051382,Pik3cb,ENSMUSG00000032462,PIK3CB,
710,ENSG00000051523,Cyba,ENSMUSG00000006519,CYBA,
711,ENSG00000051596,Thoc3,ENSMUSG00000025872,THOC3,
712,ENSG00000051620,Hebp2,ENSMUSG00000019853,HEBP2,
713,ENSG00000051825,Mphosph9,ENSMUSG00000038126,MPHOSPH9,
714,ENSG00000052126,Plekha5,ENSMUSG00000030231,PLEKHA5,
715,ENSG00000052344,Prss8,ENSMUSG00000030800,PRSS8,
716,ENSG00000052723,Sike1,ENSMUSG00000027854,SIKE1,
717,ENSG00000052749,Rrp12,ENSMUSG00000035049,RRP12,
718,ENSG00000052795,Fnip2,ENSMUSG00000061175,FNIP2,
719,ENSG00000052802,Msmo1,ENSMUSG00000031604,MSMO1,
720,ENSG00000052841,Ttc17,ENSMUSG00000027194,TTC17,
721,ENSG00000052850,Alx4,ENSMUSG00000040310,ALX4,
722,ENSG00000053108,Fstl4,ENSMUSG00000036264,FSTL4,
723,ENSG00000053254,Foxn3,ENSMUSG00000033713,FOXN3,
724,ENSG00000053328,Mettl24,ENSMUSG00000045555,METTL24,
725,ENSG00000053371,Akr7a5,ENSMUSG00000028743,AKR7A2,
726,ENSG00000053372,Mrto4,ENSMUSG00000028741,MRTO4,
727,ENSG00000053501,Use1,ENSMUSG00000002395,USE1,
728,ENSG00000053702,Nrip2,ENSMUSG00000001520,NRIP2,
729,ENSG00000053747,Lama3,ENSMUSG00000024421,LAMA3,
730,ENSG00000053770,Ap5m1,ENSMUSG00000036291,AP5M1,
731,ENSG00000053900,Anapc4,ENSMUSG00000029176,ANAPC4,
732,ENSG00000053918,Kcnq1,ENSMUSG00000009545,KCNQ1,
733,ENSG00000054116,Trappc3,ENSMUSG00000028847,TRAPPC3,
734,ENSG00000054118,Thrap3,ENSMUSG00000043962,THRAP3,
735,ENSG00000054148,Phpt1,ENSMUSG00000036504,PHPT1,
736,ENSG00000054179,Entpd2,ENSMUSG00000015085,ENTPD2,
737,ENSG00000054219,Ly75,ENSMUSG00000026980,LY75,
738,ENSG00000054267,Arid4b,ENSMUSG00000039219,ARID4B,
739,ENSG00000054277,Opn3,ENSMUSG00000026525,OPN3,
740,ENSG00000054282,Sdccag8,ENSMUSG00000026504,SDCCAG8,
741,ENSG00000054356,Ptprn,ENSMUSG00000026204,PTPRN,
742,ENSG00000054392,Hhat,ENSMUSG00000037375,HHAT,
743,ENSG00000054523,Kif1b,ENSMUSG00000063077,KIF1B,
744,ENSG00000054598,Foxc1,ENSMUSG00000050295,FOXC1,
745,ENSG00000054611,Tbc1d22a,ENSMUSG00000051864,TBC1D22A,
746,ENSG00000054654,Syne2,ENSMUSG00000063450,SYNE2,
747,ENSG00000054690,Plekhh1,ENSMUSG00000060716,PLEKHH1,
748,ENSG00000054793,Atp9a,ENSMUSG00000027546,ATP9A,
749,ENSG00000054796,Spo11,ENSMUSG00000005883,SPO11,
750,ENSG00000054803,Cbln4,ENSMUSG00000067578,CBLN4,
751,ENSG00000054938,Chrdl2,ENSMUSG00000030732,CHRDL2,
752,ENSG00000054965,Fam168a,ENSMUSG00000029461,FAM168A,
753,ENSG00000054967,Relt,ENSMUSG00000008318,RELT,
754,ENSG00000054983,Galc,ENSMUSG00000021003,GALC,
755,ENSG00000055044,Nop58,ENSMUSG00000026020,NOP58,
756,ENSG00000055070,Szrd1,ENSMUSG00000040842,SZRD1,
757,ENSG00000055118,Kcnh2,ENSMUSG00000038319,KCNH2,
758,ENSG00000055130,Cul1,ENSMUSG00000029686,CUL1,
759,ENSG00000055147,Fam114a2,ENSMUSG00000020523,FAM114A2,
760,ENSG00000055163,Cyfip2,ENSMUSG00000020340,CYFIP2,
761,ENSG00000055208,Tab2,ENSMUSG00000015755,TAB2,
762,ENSG00000055211,Ginm1,ENSMUSG00000040006,GINM1,
763,ENSG00000055332,Eif2ak2,ENSMUSG00000024079,EIF2AK2,
764,ENSG00000055483,Usp36,ENSMUSG00000033909,USP36,
765,ENSG00000055609,Kmt2c,ENSMUSG00000038056,KMT2C,
766,ENSG00000055732,Mcoln3,ENSMUSG00000036853,MCOLN3,
767,ENSG00000055813,Ccdc85a,ENSMUSG00000032878,CCDC85A,
768,ENSG00000055917,Pum2,ENSMUSG00000020594,PUM2,
769,ENSG00000055950,Mrpl43,ENSMUSG00000025208,MRPL43,
770,ENSG00000055955,Itih4,ENSMUSG00000021922,ITIH4,
771,ENSG00000055957,Itih1,ENSMUSG00000006529,ITIH1,
772,ENSG00000056050,2700029M09Rik,ENSMUSG00000038005,C4orf27,
773,ENSG00000056097,Zfr,ENSMUSG00000022201,ZFR,
774,ENSG00000056277,Zfp280c,ENSMUSG00000036916,ZNF280C,
775,ENSG00000056291,Npffr2,ENSMUSG00000035528,NPFFR2,
